event_id,customer_id,client_id,event_date,event_name,channel,device_type,session_id,days_since_invite
JEVT00000024,DCUST000006,DSC007,2022-09-02,invite_sent,Email,,SESS0000011,0
JEVT00000025,DCUST000006,DSC007,2022-09-02,invite_delivered,Email,,SESS0000011,0
JEVT00000026,DCUST000006,DSC007,2022-09-03,link_opened,Email,Unknown,SESS0000012,1
JEVT00000027,DCUST000006,DSC007,2022-09-03,identity_verified,Email,Unknown,SESS0000012,1
JEVT00000028,DCUST000007,DSC009,2022-11-04,invite_sent,Letter,,SESS0000013,0
JEVT00000029,DCUST000007,DSC009,2022-11-04,invite_delivered,Letter,,SESS0000013,0
JEVT00000030,DCUST000007,DSC009,2022-11-16,link_opened,Agent Referral,Mobile,SESS0000014,12
JEVT00000031,DCUST000007,DSC009,2022-11-16,identity_verified,Agent Referral,Mobile,SESS0000014,12
JEVT00000032,DCUST000007,DSC009,2022-11-16,balance_viewed,Agent Referral,Mobile,SESS0000014,12
JEVT00000033,DCUST000007,DSC009,2022-11-16,payment_option_selected,Agent Referral,Mobile,SESS0000014,12
JEVT00000034,DCUST000007,DSC009,2022-11-16,payment_made,Agent Referral,Mobile,SESS0000015,12
JEVT00000035,DCUST000008,DSC002,2022-10-17,invite_sent,SMS,,SESS0000016,0
JEVT00000036,DCUST000008,DSC002,2022-10-17,invite_delivered,SMS,,SESS0000016,0
JEVT00000037,DCUST000008,DSC002,2022-10-19,link_opened,SMS,Desktop,SESS0000017,2
JEVT00000038,DCUST000009,DSC007,2023-03-26,invite_sent,SMS,,SESS0000018,0
JEVT00000039,DCUST000009,DSC007,2023-03-26,invite_delivered,SMS,,SESS0000018,0
JEVT00000040,DCUST000010,DSC008,2023-01-19,invite_sent,Letter,,SESS0000019,0
JEVT00000041,DCUST000010,DSC008,2023-01-19,invite_delivered,Letter,,SESS0000019,0
JEVT00000042,DCUST000010,DSC008,2023-01-29,link_opened,SMS,Mobile,SESS0000020,10
JEVT00000043,DCUST000010,DSC008,2023-01-29,identity_verified,SMS,Mobile,SESS0000020,10
JEVT00000044,DCUST000010,DSC008,2023-01-29,balance_viewed,SMS,Mobile,SESS0000020,10
JEVT00000045,DCUST000010,DSC008,2023-01-29,affordability_started,SMS,Mobile,SESS0000020,10
JEVT00000046,DCUST000010,DSC008,2023-01-29,payment_option_selected,SMS,Mobile,SESS0000020,10
JEVT00000047,DCUST000010,DSC008,2023-01-29,repayment_plan_created,SMS,Mobile,SESS0000021,10
JEVT00000048,DCUST000011,DSC004,2022-06-08,invite_sent,Letter,,SESS0000022,0
JEVT00000049,DCUST000011,DSC004,2022-06-08,invite_delivered,Letter,,SESS0000022,0
JEVT00000050,DCUST000012,DSC002,2023-02-13,invite_sent,Email,,SESS0000023,0
JEVT00000051,DCUST000012,DSC002,2023-02-13,invite_delivered,Email,,SESS0000023,0
JEVT00000052,DCUST000012,DSC002,2023-02-17,link_opened,SMS,Mobile,SESS0000024,4
JEVT00000053,DCUST000013,DSC007,2023-01-01,invite_sent,SMS,,SESS0000025,0
JEVT00000054,DCUST000013,DSC007,2023-01-01,invite_delivered,SMS,,SESS0000025,0
JEVT00000055,DCUST000014,DSC002,2023-03-11,invite_sent,SMS,,SESS0000026,0
JEVT00000056,DCUST000015,DSC007,2023-02-17,invite_sent,Letter,,SESS0000027,0
JEVT00000057,DCUST000015,DSC007,2023-02-17,invite_delivered,Letter,,SESS0000027,0
JEVT00000058,DCUST000016,DSC005,2022-08-22,invite_sent,SMS,,SESS0000028,0
JEVT00000059,DCUST000016,DSC005,2022-08-22,invite_delivered,SMS,,SESS0000028,0
JEVT00000060,DCUST000016,DSC005,2022-08-29,link_opened,SMS,Mobile,SESS0000029,7
JEVT00000061,DCUST000017,DSC009,2023-01-07,invite_sent,SMS,,SESS0000030,0
JEVT00000062,DCUST000017,DSC009,2023-01-07,invite_delivered,SMS,,SESS0000030,0
JEVT00000063,DCUST000018,DSC002,2022-11-28,invite_sent,Letter,,SESS0000031,0
JEVT00000064,DCUST000018,DSC002,2022-11-28,invite_delivered,Letter,,SESS0000031,0
JEVT00000065,DCUST000019,DSC007,2023-04-21,invite_sent,SMS,,SESS0000032,0
JEVT00000066,DCUST000019,DSC007,2023-04-21,invite_delivered,SMS,,SESS0000032,0
JEVT00000067,DCUST000020,DSC004,2022-11-24,invite_sent,SMS,,SESS0000033,0
JEVT00000068,DCUST000020,DSC004,2022-11-24,invite_delivered,SMS,,SESS0000033,0
JEVT00000069,DCUST000020,DSC004,2022-11-24,link_opened,SMS,Mobile,SESS0000034,0
JEVT00000070,DCUST000021,DSC002,2022-10-11,invite_sent,SMS,,SESS0000035,0
JEVT00000071,DCUST000021,DSC002,2022-10-11,invite_delivered,SMS,,SESS0000035,0
JEVT00000072,DCUST000021,DSC002,2022-10-11,link_opened,SMS,Mobile,SESS0000036,0
JEVT00000073,DCUST000022,DSC001,2022-10-23,invite_sent,SMS,,SESS0000037,0
JEVT00000074,DCUST000022,DSC001,2022-10-23,invite_delivered,SMS,,SESS0000037,0
JEVT00000075,DCUST000022,DSC001,2022-10-23,link_opened,SMS,Desktop,SESS0000038,0
JEVT00000076,DCUST000022,DSC001,2022-10-23,identity_verified,SMS,Desktop,SESS0000038,0
JEVT00000077,DCUST000022,DSC001,2022-10-23,balance_viewed,SMS,Desktop,SESS0000038,0
JEVT00000078,DCUST000022,DSC001,2022-10-23,affordability_started,SMS,Desktop,SESS0000038,0
JEVT00000079,DCUST000022,DSC001,2022-10-23,affordability_completed,SMS,Desktop,SESS0000038,0
JEVT00000080,DCUST000022,DSC001,2022-10-23,payment_option_selected,SMS,Desktop,SESS0000038,0
JEVT00000081,DCUST000022,DSC001,2022-10-23,repayment_plan_created,SMS,Mobile,SESS0000039,0
JEVT00000082,DCUST000022,DSC001,2022-10-24,payment_made,SMS,Tablet,SESS0000040,0
JEVT00000083,DCUST000023,DSC004,2022-09-13,invite_sent,SMS,,SESS0000041,0
JEVT00000084,DCUST000023,DSC004,2022-09-13,invite_delivered,SMS,,SESS0000041,0
JEVT00000085,DCUST000024,DSC005,2023-04-19,invite_sent,Letter,,SESS0000042,0
JEVT00000086,DCUST000024,DSC005,2023-04-19,invite_delivered,Letter,,SESS0000042,0
JEVT00000087,DCUST000025,DSC001,2022-11-08,invite_sent,SMS,,SESS0000043,0
JEVT00000088,DCUST000025,DSC001,2022-11-08,invite_delivered,SMS,,SESS0000043,0
JEVT00000089,DCUST000026,DSC001,2022-06-17,invite_sent,SMS,,SESS0000044,0
JEVT00000090,DCUST000026,DSC001,2022-06-17,invite_delivered,SMS,,SESS0000044,0
JEVT00000091,DCUST000027,DSC004,2022-11-12,invite_sent,Email,,SESS0000045,0
JEVT00000092,DCUST000027,DSC004,2022-11-12,invite_delivered,Email,,SESS0000045,0
JEVT00000093,DCUST000027,DSC004,2022-11-25,link_opened,Email,Desktop,SESS0000046,13
JEVT00000094,DCUST000027,DSC004,2022-11-25,identity_verified,Email,Desktop,SESS0000046,13
JEVT00000095,DCUST000027,DSC004,2022-11-25,balance_viewed,Email,Desktop,SESS0000046,13
JEVT00000096,DCUST000027,DSC004,2022-11-25,payment_option_selected,Email,Desktop,SESS0000046,13
JEVT00000097,DCUST000028,DSC006,2023-05-26,invite_sent,SMS,,SESS0000047,0
JEVT00000098,DCUST000028,DSC006,2023-05-26,invite_delivered,SMS,,SESS0000047,0
JEVT00000099,DCUST000028,DSC006,2023-05-30,link_opened,SMS,Desktop,SESS0000048,4
JEVT00000100,DCUST000028,DSC006,2023-05-30,identity_verified,SMS,Desktop,SESS0000048,4
JEVT00000101,DCUST000028,DSC006,2023-05-30,balance_viewed,SMS,Desktop,SESS0000048,4
JEVT00000102,DCUST000028,DSC006,2023-05-30,payment_option_selected,SMS,Desktop,SESS0000048,4
JEVT00000103,DCUST000028,DSC006,2023-05-30,payment_made,SMS,Mobile,SESS0000049,4
JEVT00000104,DCUST000029,DSC009,2022-09-07,invite_sent,SMS,,SESS0000050,0
JEVT00000105,DCUST000029,DSC009,2022-09-07,invite_delivered,SMS,,SESS0000050,0
JEVT00000106,DCUST000030,DSC005,2023-05-28,invite_sent,SMS,,SESS0000051,0
JEVT00000107,DCUST000030,DSC005,2023-05-28,invite_delivered,SMS,,SESS0000051,0
JEVT00000108,DCUST000031,DSC009,2022-09-19,invite_sent,SMS,,SESS0000052,0
JEVT00000109,DCUST000031,DSC009,2022-09-19,invite_delivered,SMS,,SESS0000052,0
JEVT00000110,DCUST000032,DSC008,2022-08-02,invite_sent,Email,,SESS0000053,0
JEVT00000111,DCUST000032,DSC008,2022-08-02,invite_delivered,Email,,SESS0000053,0
JEVT00000112,DCUST000033,DSC002,2022-08-13,invite_sent,Email,,SESS0000054,0
JEVT00000113,DCUST000033,DSC002,2022-08-13,invite_delivered,Email,,SESS0000054,0
JEVT00000114,DCUST000033,DSC002,2022-08-15,link_opened,Email,Mobile,SESS0000055,2
JEVT00000115,DCUST000033,DSC002,2022-08-15,identity_verified,Email,Mobile,SESS0000055,2
JEVT00000116,DCUST000033,DSC002,2022-08-15,balance_viewed,Email,Mobile,SESS0000055,2
JEVT00000117,DCUST000033,DSC002,2022-08-15,payment_option_selected,Email,Mobile,SESS0000055,2
JEVT00000118,DCUST000033,DSC002,2022-08-15,repayment_plan_created,Email,Mobile,SESS0000056,2
JEVT00000119,DCUST000033,DSC002,2022-08-17,payment_made,Email,Mobile,SESS0000057,2
JEVT00000120,DCUST000034,DSC008,2022-07-02,invite_sent,SMS,,SESS0000058,0
JEVT00000121,DCUST000035,DSC007,2023-01-19,invite_sent,Email,,SESS0000059,0
JEVT00000122,DCUST000035,DSC007,2023-01-19,invite_delivered,Email,,SESS0000059,0
JEVT00000123,DCUST000036,DSC002,2023-01-26,invite_sent,Letter,,SESS0000060,0
JEVT00000124,DCUST000036,DSC002,2023-01-26,invite_delivered,Letter,,SESS0000060,0
JEVT00000125,DCUST000036,DSC002,2023-02-07,link_opened,Letter,Mobile,SESS0000061,12
JEVT00000126,DCUST000036,DSC002,2023-02-07,identity_verified,Letter,Mobile,SESS0000061,12
JEVT00000127,DCUST000036,DSC002,2023-02-07,balance_viewed,Letter,Mobile,SESS0000061,12
JEVT00000128,DCUST000036,DSC002,2023-02-07,affordability_started,Letter,Mobile,SESS0000061,12
JEVT00000129,DCUST000036,DSC002,2023-02-07,payment_option_selected,Letter,Mobile,SESS0000061,12
JEVT00000130,DCUST000036,DSC002,2023-02-07,repayment_plan_created,Letter,Mobile,SESS0000062,12
JEVT00000131,DCUST000037,DSC007,2023-01-08,invite_sent,SMS,,SESS0000063,0
JEVT00000132,DCUST000037,DSC007,2023-01-08,invite_delivered,SMS,,SESS0000063,0
JEVT00000133,DCUST000038,DSC008,2023-03-08,invite_sent,Email,,SESS0000064,0
JEVT00000134,DCUST000038,DSC008,2023-03-08,invite_delivered,Email,,SESS0000064,0
JEVT00000135,DCUST000038,DSC008,2023-03-08,link_opened,Email,Desktop,SESS0000065,0
JEVT00000136,DCUST000039,DSC002,2023-04-08,invite_sent,SMS,,SESS0000066,0
JEVT00000137,DCUST000039,DSC002,2023-04-08,invite_delivered,SMS,,SESS0000066,0
JEVT00000138,DCUST000040,DSC004,2023-01-09,invite_sent,Email,,SESS0000067,0
JEVT00000139,DCUST000040,DSC004,2023-01-09,invite_delivered,Email,,SESS0000067,0
JEVT00000140,DCUST000041,DSC001,2023-05-02,invite_sent,SMS,,SESS0000068,0
JEVT00000141,DCUST000041,DSC001,2023-05-02,invite_delivered,SMS,,SESS0000068,0
JEVT00000142,DCUST000041,DSC001,2023-05-04,link_opened,SMS,Mobile,SESS0000069,2
JEVT00000143,DCUST000041,DSC001,2023-05-04,identity_verified,SMS,Mobile,SESS0000069,2
JEVT00000144,DCUST000041,DSC001,2023-05-04,balance_viewed,SMS,Mobile,SESS0000069,2
JEVT00000145,DCUST000041,DSC001,2023-05-04,affordability_started,SMS,Mobile,SESS0000069,2
JEVT00000146,DCUST000041,DSC001,2023-05-04,affordability_completed,SMS,Mobile,SESS0000069,2
JEVT00000147,DCUST000041,DSC001,2023-05-04,payment_option_selected,SMS,Mobile,SESS0000069,2
JEVT00000148,DCUST000041,DSC001,2023-05-04,repayment_plan_created,SMS,Mobile,SESS0000070,2
JEVT00000149,DCUST000041,DSC001,2023-05-07,payment_made,SMS,Mobile,SESS0000071,2
JEVT00000150,DCUST000042,DSC005,2022-08-01,invite_sent,SMS,,SESS0000072,0
JEVT00000151,DCUST000042,DSC005,2022-08-01,invite_delivered,SMS,,SESS0000072,0
JEVT00000152,DCUST000042,DSC005,2022-08-01,link_opened,SMS,Mobile,SESS0000073,0
JEVT00000153,DCUST000042,DSC005,2022-08-01,identity_verified,SMS,Mobile,SESS0000073,0
JEVT00000154,DCUST000042,DSC005,2022-08-01,balance_viewed,SMS,Mobile,SESS0000073,0
JEVT00000155,DCUST000042,DSC005,2022-08-01,payment_option_selected,SMS,Mobile,SESS0000073,0
JEVT00000156,DCUST000043,DSC002,2023-05-02,invite_sent,Email,,SESS0000074,0
JEVT00000157,DCUST000043,DSC002,2023-05-02,invite_delivered,Email,,SESS0000074,0
JEVT00000158,DCUST000044,DSC007,2023-05-02,invite_sent,Letter,,SESS0000075,0
JEVT00000159,DCUST000044,DSC007,2023-05-02,invite_delivered,Letter,,SESS0000075,0
JEVT00000160,DCUST000045,DSC001,2022-08-05,invite_sent,Letter,,SESS0000076,0
JEVT00000161,DCUST000045,DSC001,2022-08-05,invite_delivered,Letter,,SESS0000076,0
JEVT00000162,DCUST000046,DSC002,2022-07-05,invite_sent,SMS,,SESS0000077,0
JEVT00000163,DCUST000046,DSC002,2022-07-05,invite_delivered,SMS,,SESS0000077,0
JEVT00000164,DCUST000047,DSC001,2022-10-02,invite_sent,Email,,SESS0000078,0
JEVT00000165,DCUST000047,DSC001,2022-10-02,invite_delivered,Email,,SESS0000078,0
JEVT00000166,DCUST000048,DSC001,2022-11-06,invite_sent,SMS,,SESS0000079,0
JEVT00000167,DCUST000048,DSC001,2022-11-06,invite_delivered,SMS,,SESS0000079,0
JEVT00000168,DCUST000048,DSC001,2022-11-06,link_opened,SMS,Tablet,SESS0000080,0
JEVT00000169,DCUST000049,DSC004,2022-09-11,invite_sent,Email,,SESS0000081,0
JEVT00000170,DCUST000049,DSC004,2022-09-11,invite_delivered,Email,,SESS0000081,0
JEVT00000171,DCUST000049,DSC004,2022-09-13,link_opened,Email,Mobile,SESS0000082,2
JEVT00000172,DCUST000049,DSC004,2022-09-13,identity_verified,Email,Mobile,SESS0000082,2
JEVT00000173,DCUST000049,DSC004,2022-09-13,balance_viewed,Email,Mobile,SESS0000082,2
JEVT00000174,DCUST000049,DSC004,2022-09-13,affordability_started,Email,Mobile,SESS0000082,2
JEVT00000175,DCUST000049,DSC004,2022-09-13,payment_option_selected,Email,Mobile,SESS0000082,2
JEVT00000176,DCUST000049,DSC004,2022-09-13,repayment_plan_created,Email,Tablet,SESS0000083,2
JEVT00000177,DCUST000050,DSC004,2022-10-31,invite_sent,SMS,,SESS0000084,0
JEVT00000178,DCUST000050,DSC004,2022-10-31,invite_delivered,SMS,,SESS0000084,0
JEVT00000179,DCUST000050,DSC004,2022-11-02,link_opened,SMS,Desktop,SESS0000085,2
JEVT00000180,DCUST000050,DSC004,2022-11-02,identity_verified,SMS,Desktop,SESS0000085,2
JEVT00000181,DCUST000050,DSC004,2022-11-02,balance_viewed,SMS,Desktop,SESS0000085,2
JEVT00000182,DCUST000050,DSC004,2022-11-02,payment_option_selected,SMS,Desktop,SESS0000085,2
JEVT00000183,DCUST000050,DSC004,2022-11-02,payment_made,SMS,Mobile,SESS0000086,2
JEVT00000184,DCUST000051,DSC001,2022-08-30,invite_sent,Email,,SESS0000087,0
JEVT00000185,DCUST000052,DSC002,2022-07-13,invite_sent,SMS,,SESS0000088,0
JEVT00000186,DCUST000052,DSC002,2022-07-13,invite_delivered,SMS,,SESS0000088,0
JEVT00000187,DCUST000053,DSC001,2023-02-25,invite_sent,SMS,,SESS0000089,0
JEVT00000188,DCUST000053,DSC001,2023-02-25,invite_delivered,SMS,,SESS0000089,0
JEVT00000189,DCUST000054,DSC003,2023-05-27,invite_sent,SMS,,SESS0000090,0
JEVT00000190,DCUST000054,DSC003,2023-05-27,invite_delivered,SMS,,SESS0000090,0
JEVT00000191,DCUST000055,DSC005,2022-10-22,invite_sent,SMS,,SESS0000091,0
JEVT00000192,DCUST000055,DSC005,2022-10-22,invite_delivered,SMS,,SESS0000091,0
JEVT00000193,DCUST000056,DSC003,2022-08-01,invite_sent,SMS,,SESS0000092,0
JEVT00000194,DCUST000056,DSC003,2022-08-01,invite_delivered,SMS,,SESS0000092,0
JEVT00000195,DCUST000057,DSC008,2022-08-06,invite_sent,SMS,,SESS0000093,0
JEVT00000196,DCUST000058,DSC005,2022-07-10,invite_sent,SMS,,SESS0000094,0
JEVT00000197,DCUST000058,DSC005,2022-07-10,invite_delivered,SMS,,SESS0000094,0
JEVT00000198,DCUST000058,DSC005,2022-07-10,link_opened,SMS,Mobile,SESS0000095,0
JEVT00000199,DCUST000058,DSC005,2022-07-10,identity_verified,SMS,Mobile,SESS0000095,0
JEVT00000200,DCUST000058,DSC005,2022-07-10,balance_viewed,SMS,Mobile,SESS0000095,0
JEVT00000201,DCUST000058,DSC005,2022-07-10,affordability_started,SMS,Mobile,SESS0000095,0
JEVT00000202,DCUST000058,DSC005,2022-07-10,affordability_completed,SMS,Mobile,SESS0000095,0
JEVT00000203,DCUST000058,DSC005,2022-07-10,payment_option_selected,SMS,Mobile,SESS0000095,0
JEVT00000204,DCUST000058,DSC005,2022-07-10,payment_made,SMS,Mobile,SESS0000096,0
JEVT00000205,DCUST000059,DSC002,2022-12-20,invite_sent,SMS,,SESS0000097,0
JEVT00000206,DCUST000059,DSC002,2022-12-20,invite_delivered,SMS,,SESS0000097,0
JEVT00000207,DCUST000060,DSC007,2022-07-23,invite_sent,SMS,,SESS0000098,0
JEVT00000208,DCUST000060,DSC007,2022-07-23,invite_delivered,SMS,,SESS0000098,0
JEVT00000209,DCUST000061,DSC004,2022-06-14,invite_sent,Email,,SESS0000099,0
JEVT00000210,DCUST000061,DSC004,2022-06-14,invite_delivered,Email,,SESS0000099,0
JEVT00000211,DCUST000061,DSC004,2022-06-30,link_opened,Agent Referral,Mobile,SESS0000100,16
JEVT00000212,DCUST000061,DSC004,2022-06-30,identity_verified,Agent Referral,Mobile,SESS0000100,16
JEVT00000213,DCUST000061,DSC004,2022-06-30,balance_viewed,Agent Referral,Mobile,SESS0000100,16
JEVT00000214,DCUST000061,DSC004,2022-06-30,affordability_started,Agent Referral,Mobile,SESS0000100,16
JEVT00000215,DCUST000061,DSC004,2022-06-30,payment_option_selected,Agent Referral,Mobile,SESS0000100,16
JEVT00000216,DCUST000061,DSC004,2022-06-30,repayment_plan_created,Agent Referral,Mobile,SESS0000101,16
JEVT00000217,DCUST000061,DSC004,2022-07-02,payment_made,Agent Referral,Mobile,SESS0000102,16
JEVT00000218,DCUST000062,DSC007,2023-05-15,invite_sent,Letter,,SESS0000103,0
JEVT00000219,DCUST000062,DSC007,2023-05-15,invite_delivered,Letter,,SESS0000103,0
JEVT00000220,DCUST000063,DSC005,2022-10-11,invite_sent,SMS,,SESS0000104,0
JEVT00000221,DCUST000063,DSC005,2022-10-11,invite_delivered,SMS,,SESS0000104,0
JEVT00000222,DCUST000064,DSC003,2022-08-17,invite_sent,Letter,,SESS0000105,0
JEVT00000223,DCUST000064,DSC003,2022-08-17,invite_delivered,Letter,,SESS0000105,0
JEVT00000224,DCUST000065,DSC003,2022-06-13,invite_sent,SMS,,SESS0000106,0
JEVT00000225,DCUST000065,DSC003,2022-06-13,invite_delivered,SMS,,SESS0000106,0
JEVT00000226,DCUST000066,DSC001,2022-07-12,invite_sent,SMS,,SESS0000107,0
JEVT00000227,DCUST000066,DSC001,2022-07-12,invite_delivered,SMS,,SESS0000107,0
JEVT00000228,DCUST000066,DSC001,2022-07-13,link_opened,SMS,Mobile,SESS0000108,1
JEVT00000229,DCUST000066,DSC001,2022-07-13,identity_verified,SMS,Mobile,SESS0000108,1
JEVT00000230,DCUST000066,DSC001,2022-07-13,balance_viewed,SMS,Mobile,SESS0000108,1
JEVT00000231,DCUST000066,DSC001,2022-07-13,payment_option_selected,SMS,Mobile,SESS0000108,1
JEVT00000232,DCUST000066,DSC001,2022-07-13,payment_made,SMS,Mobile,SESS0000109,1
JEVT00000233,DCUST000067,DSC004,2023-03-31,invite_sent,SMS,,SESS0000110,0
JEVT00000234,DCUST000067,DSC004,2023-03-31,invite_delivered,SMS,,SESS0000110,0
JEVT00000235,DCUST000068,DSC005,2022-12-05,invite_sent,SMS,,SESS0000111,0
JEVT00000236,DCUST000068,DSC005,2022-12-05,invite_delivered,SMS,,SESS0000111,0
JEVT00000237,DCUST000069,DSC009,2022-09-20,invite_sent,SMS,,SESS0000112,0
JEVT00000238,DCUST000069,DSC009,2022-09-20,invite_delivered,SMS,,SESS0000112,0
JEVT00000239,DCUST000070,DSC003,2023-03-05,invite_sent,SMS,,SESS0000113,0
JEVT00000240,DCUST000070,DSC003,2023-03-05,invite_delivered,SMS,,SESS0000113,0
JEVT00000241,DCUST000071,DSC004,2023-01-03,invite_sent,Email,,SESS0000114,0
JEVT00000242,DCUST000072,DSC004,2023-02-07,invite_sent,Email,,SESS0000115,0
JEVT00000243,DCUST000073,DSC003,2023-03-27,invite_sent,Email,,SESS0000116,0
JEVT00000244,DCUST000073,DSC003,2023-03-27,invite_delivered,Email,,SESS0000116,0
JEVT00000245,DCUST000074,DSC005,2022-09-18,invite_sent,SMS,,SESS0000117,0
JEVT00000246,DCUST000075,DSC001,2022-11-26,invite_sent,Email,,SESS0000118,0
JEVT00000247,DCUST000075,DSC001,2022-11-26,invite_delivered,Email,,SESS0000118,0
JEVT00000248,DCUST000076,DSC004,2023-05-02,invite_sent,SMS,,SESS0000119,0
JEVT00000249,DCUST000076,DSC004,2023-05-02,invite_delivered,SMS,,SESS0000119,0
JEVT00000250,DCUST000077,DSC005,2023-02-03,invite_sent,Email,,SESS0000120,0
JEVT00000251,DCUST000077,DSC005,2023-02-03,invite_delivered,Email,,SESS0000120,0
JEVT00000252,DCUST000078,DSC007,2023-01-19,invite_sent,Email,,SESS0000121,0
JEVT00000253,DCUST000078,DSC007,2023-01-19,invite_delivered,Email,,SESS0000121,0
JEVT00000254,DCUST000078,DSC007,2023-01-19,link_opened,Email,Mobile,SESS0000122,0
JEVT00000255,DCUST000079,DSC003,2022-09-28,invite_sent,SMS,,SESS0000123,0
JEVT00000256,DCUST000079,DSC003,2022-09-28,invite_delivered,SMS,,SESS0000123,0
JEVT00000257,DCUST000079,DSC003,2022-09-28,link_opened,SMS,Desktop,SESS0000124,0
JEVT00000258,DCUST000079,DSC003,2022-09-28,identity_verified,SMS,Desktop,SESS0000124,0
JEVT00000259,DCUST000079,DSC003,2022-09-28,balance_viewed,SMS,Desktop,SESS0000124,0
JEVT00000260,DCUST000079,DSC003,2022-09-28,affordability_started,SMS,Desktop,SESS0000124,0
JEVT00000261,DCUST000079,DSC003,2022-09-28,affordability_completed,SMS,Desktop,SESS0000124,0
JEVT00000262,DCUST000079,DSC003,2022-09-28,payment_option_selected,SMS,Desktop,SESS0000124,0
JEVT00000263,DCUST000079,DSC003,2022-09-28,payment_made,SMS,Mobile,SESS0000125,0
JEVT00000264,DCUST000080,DSC002,2023-05-04,invite_sent,SMS,,SESS0000126,0
JEVT00000265,DCUST000081,DSC001,2022-06-21,invite_sent,SMS,,SESS0000127,0
JEVT00000266,DCUST000081,DSC001,2022-06-21,invite_delivered,SMS,,SESS0000127,0
JEVT00000267,DCUST000081,DSC001,2022-07-05,link_opened,SMS,Mobile,SESS0000128,14
JEVT00000268,DCUST000081,DSC001,2022-07-05,identity_verified,SMS,Mobile,SESS0000128,14
JEVT00000269,DCUST000081,DSC001,2022-07-05,balance_viewed,SMS,Mobile,SESS0000128,14
JEVT00000270,DCUST000081,DSC001,2022-07-05,payment_option_selected,SMS,Mobile,SESS0000128,14
JEVT00000271,DCUST000081,DSC001,2022-07-05,repayment_plan_created,SMS,Mobile,SESS0000129,14
JEVT00000272,DCUST000081,DSC001,2022-07-08,payment_made,SMS,Unknown,SESS0000130,14
JEVT00000273,DCUST000082,DSC007,2022-07-09,invite_sent,Email,,SESS0000131,0
JEVT00000274,DCUST000082,DSC007,2022-07-09,invite_delivered,Email,,SESS0000131,0
JEVT00000275,DCUST000082,DSC007,2022-07-10,link_opened,Email,Mobile,SESS0000132,1
JEVT00000276,DCUST000082,DSC007,2022-07-10,identity_verified,Email,Mobile,SESS0000132,1
JEVT00000277,DCUST000082,DSC007,2022-07-10,balance_viewed,Email,Mobile,SESS0000132,1
JEVT00000278,DCUST000082,DSC007,2022-07-10,affordability_started,Email,Mobile,SESS0000132,1
JEVT00000279,DCUST000082,DSC007,2022-07-10,affordability_completed,Email,Mobile,SESS0000132,1
JEVT00000280,DCUST000082,DSC007,2022-07-10,payment_option_selected,Email,Mobile,SESS0000132,1
JEVT00000281,DCUST000082,DSC007,2022-07-10,payment_made,Email,Desktop,SESS0000133,1
JEVT00000282,DCUST000083,DSC001,2023-05-02,invite_sent,Email,,SESS0000134,0
JEVT00000283,DCUST000083,DSC001,2023-05-02,invite_delivered,Email,,SESS0000134,0
